x sin(x) sin(2x) sin2(x)
0 0.0 0.0 0.0
0.01 0.009999833334166664 0.01999866669333308 9.99966667111108e-05
0.02 0.01999866669333308 0.03998933418663416 0.0003999466695110299
0.03 0.02999550020249566 0.059964006479444595 0.0008997300323979172
0.04 0.03998933418663416 0.0799146939691727 0.0015991468486903076
0.05 0.04997916927067833 0.09983341664682815 0.002497917360987117
0.060000000000000005 0.0599640064794446 0.11971220728891938 0.0035956820730668744
0.07 0.06994284733753277 0.1395431146442365 0.0048920018936814144
0.08 0.0799146939691727 0.15931820661424598 0.006386358312186527
0.09 0.08987854919801104 0.17902957342582418 0.008078153605939291
0.09999999999999999 0.09983341664682814 0.1986693307950612 0.009966711079379182
0.10999999999999999 0.1097783008371748 0.2182296230808693 0.012051275334697253
0.11999999999999998 0.11971220728891935 0.23770262642713455 0.014331012573985195
0.12999999999999998 0.12963414261969483 0.25708055189215506 0.01680501093274338
0.13999999999999999 0.13954311464423647 0.2763556485641137 0.019472280844614522
0.15 0.14943813247359922 0.29552020666133955 0.02233175543719699
0.16 0.15931820661424598 0.31456656061611776 0.02538229095877957
0.17 0.16918234906699603 0.3334870921408144 0.028622667235826894
0.18000000000000002 0.1790295734258242 0.35227423327509 0.03205158816103258
0.19000000000000003 0.1888588949765006 0.37092046941298273 0.035667682211744885
0.20000000000000004 0.19866933079506124 0.3894183423086506 0.03946950299855747
0.21000000000000005 0.2084598998460996 0.40776045305957026 0.04345552984384588
0.22000000000000006 0.21822962308086938 0.4259394650659997 0.04762416839001832
0.23000000000000007 0.22797752353518846 0.4439481069655199 0.05197375123723741
0.24000000000000007 0.23770262642713466 0.461779175541483 0.056502538610357936
0.25000000000000006 0.247403959254523 0.4794255386042031 0.061208719054813676
0.26000000000000006 0.2570805518921552 0.4968801378437368 0.06609041016117509
0.2700000000000001 0.2667314366888312 0.5141359916531132 0.07114565931808797
0.2800000000000001 0.2763556485641138 0.5311861979208835 0.07637244449329199
0.2900000000000001 0.28595222510483564 0.5480239367918737 0.08176867504240659
0.3000000000000001 0.29552020666133966 0.5646424733950355 0.0873321925451609
0.3100000000000001 0.3050586364434436 0.5810351605373052 0.0930607716687331
0.3200000000000001 0.3145665606161179 0.5971954413623922 0.09895212105785377
0.3300000000000001 0.3240430283948685 0.613116851973434 0.10500388425131754
0.34000000000000014 0.3334870921408145 0.6287930240184687 0.1112136406245361
0.35000000000000014 0.3428978074554515 0.6442176872376912 0.11757890635775589
0.36000000000000015 0.3522742332750901 0.6593846719714734 0.1240971354295526
0.37000000000000016 0.36161543196496215 0.6742879116281453 0.13076572063520617
0.38000000000000017 0.37092046941298285 0.6889214451105515 0.13758199462954754
0.3900000000000002 0.3801884151231616 0.7032794192004105 0.14454323099386146
0.4000000000000002 0.3894183423086507 0.717356090899523 0.15164664532641745
0.4100000000000002 0.39860932798442306 0.7311458297268961 0.15888939635619334
0.4200000000000002 0.40776045305957037 0.7446431199708596 0.16626858707934608
0.4300000000000002 0.416870802429211 0.7578425628952773 0.17378126591797427
0.4400000000000002 0.42593946506599983 0.7707388788989695 0.1814244279007101
0.45000000000000023 0.4349655341112304 0.7833269096274836 0.18919501586466794
0.46000000000000024 0.44394810696552 0.7956016200363664 0.1970899216782688
0.47000000000000025 0.4528862853790685 0.8075581004051146 0.20510598748445108
0.48000000000000026 0.4617791755414831 0.8191915683009986 0.21324000696377188
0.49000000000000027 0.47062588817115825 0.8304973704919708 0.22148872661689153
0.5000000000000002 0.47942553860420317 0.8414709848078967 0.2298488470659303
0.5100000000000002 0.4881772468829077 0.8521080219493632 0.23831702437417543
0.5200000000000002 0.4968801378437369 0.8624042272433387 0.246889871383611
0.5300000000000002 0.5055333412048472 0.8723554823449865 0.25556395906973645
0.5400000000000003 0.5141359916531133 0.8819578068849477 0.2643358179131302
0.5500000000000003 0.5226872289306594 0.8912073600614355 0.2732019392872116
0.5600000000000003 0.5311861979208836 0.9001004421765052 0.28215877686164414
0.5700000000000003 0.5396320487339695 0.9086334961158835 0.29120274802082124
0.5800000000000003 0.5480239367918738 0.9168031087717672 0.30033023529686365
0.5900000000000003 0.556361022912784 0.9246060124080205 0.3095375878165594
0.6000000000000003 0.5646424733950356 0.9320390859672266 0.31882112276166347
0.6100000000000003 0.5728674601004815 0.9390993563190678 0.32817712684197675
0.6200000000000003 0.5810351605373053 0.9457839994495392 0.33760185778061214
0.6300000000000003 0.5891447579422697 0.952090341590516 0.3470915458108556
0.6400000000000003 0.5971954413623923 0.9580158602892251 0.3566423951840226
0.6500000000000004 0.6051864057360399 0.9635581854171932 0.3662505856877067
0.6600000000000004 0.6131168519734341 0.9687151001182654 0.37591227417381395
0.6700000000000004 0.6209859870365599 0.9734845416953195 0.38562359609577057
0.6800000000000004 0.6287930240184688 0.9778646024353164 0.3953806670542907
0.6900000000000004 0.6365371822219682 0.9818535303723599 0.40517958435108314
0.7000000000000004 0.6442176872376913 0.9854497299884604 0.4150164285498799
0.7100000000000004 0.651833771021537 0.98865176285172 0.42488726504415747
0.7200000000000004 0.6593846719714734 0.9914583481916865 0.4347881456309276
0.7300000000000004 0.6668696350036982 0.993868363411645 0.44471511008996567
0.7400000000000004 0.6742879116281454 0.9958808445376401 0.4546641877678456
0.7500000000000004 0.6816387600233345 0.9974949866040544 0.46463139916614893
0.7600000000000005 0.6889214451105516 0.998710143975583 0.4746127575332108
0.7700000000000005 0.696135238627357 0.9995258306054791 0.48460427045876736
0.7800000000000005 0.7032794192004105 0.9999417202299663 0.4946019414708667
0.7900000000000005 0.7103532724176082 0.9999576464987401 0.5046017716344046
0.8000000000000005 0.7173560908995231 0.9995736030415051 0.5145997611506449
0.8100000000000005 0.7242871743701429 0.998789743470524 0.5245919109570858
0.8200000000000005 0.7311458297268962 0.9976063813191736 0.5345742243270315
0.8300000000000005 0.7379313711099631 0.9960239899165366 0.54454270846823
0.8400000000000005 0.7446431199708596 0.9940432021980758 0.5544933761199361
0.8500000000000005 0.751280405140293 0.9916648104524685 0.5644222471477629
0.8600000000000005 0.7578425628952773 0.9888897660047012 0.5743253501356823
0.8700000000000006 0.7643289370255054 0.9857191788355533 0.584198723974539
0.8800000000000006 0.7707388788989696 0.9821543171376182 0.5940384194464405
0.8900000000000006 0.7770717475268242 0.9781966068080444 0.6038405008043923
0.9000000000000006 0.7833269096274837 0.9738476308781949 0.6136010473465441
0.9100000000000006 0.7895037396899508 0.9691091288804561 0.6233161549844176
0.9200000000000006 0.7956016200363664 0.9639829961524479 0.6329819378044906
0.9300000000000006 0.8016199408837775 0.9584712830789138 0.642594529622511
